Date,Open,High,Low,Close,Adj Close,Volume
2016-02-02,5.540612,5.540612,5.308545,5.424578,4.697921,34807
2016-02-03,5.308545,5.482595,5.279536,5.482595,4.748167,9666
2016-02-04,5.482595,5.482595,5.221519,5.308545,4.597433,25651
2016-02-05,5.308545,5.453587,5.047469,5.250528,4.547187,45145
2016-02-08,5.047469,5.221519,4.931435,4.931435,4.270838,53136
2016-02-09,5.163502,5.163502,4.960443,5.076477,4.396451,19749
2016-02-10,5.076477,5.076477,4.902426,4.989452,4.321083,20662
2016-02-11,4.931435,4.931435,4.699367,4.902426,4.245715,27116
2016-02-12,4.815401,5.018460,4.815401,5.018460,4.346205,7597
2016-02-15,4.931435,5.453587,4.931435,5.453587,4.723045,17684
2016-02-16,5.337553,5.337553,4.931435,5.337553,4.622554,27012
2016-02-17,5.221519,5.221519,5.076477,5.221519,4.522064,10927
2016-02-18,5.163502,5.308545,5.105486,5.163502,4.471818,4160
2016-02-19,5.308545,5.337553,5.047469,5.279536,4.572308,15698
2016-02-22,5.134494,5.221519,5.076477,5.221519,4.522064,22097
2016-02-23,5.163502,5.308545,5.076477,5.076477,4.396451,23631
2016-02-24,5.221519,5.337553,5.134494,5.134494,4.446696,16181
2016-02-25,5.134494,5.395570,5.047469,5.337553,4.622554,30498
2016-02-26,5.163502,5.337553,5.163502,5.308545,4.597433,6656
2016-02-29,5.221519,5.366562,5.221519,5.366562,4.647677,14371
2016-03-01,5.192511,5.337553,5.192511,5.221519,4.522064,14213
2016-03-02,5.366562,5.772680,5.279536,5.453587,4.723045,26082
2016-03-03,5.453587,5.540612,5.453587,5.540612,4.798413,6904
2016-03-04,5.569621,5.569621,5.540612,5.569621,4.823536,6446
2016-03-07,5.569621,5.656646,5.337553,5.656646,4.898903,9269
2016-03-08,5.366562,5.598629,5.366562,5.569621,4.823536,4260
2016-03-09,5.569621,5.685654,5.395570,5.685654,4.924025,3802
2016-03-10,5.424578,5.627638,5.424578,5.627638,4.873780,3985
2016-03-11,5.453587,5.569621,5.337553,5.569621,4.823536,8449
2016-03-14,5.569621,5.569621,5.395570,5.540612,4.798413,24130
2016-03-15,5.453587,5.569621,5.453587,5.511604,4.773290,10445
2016-03-16,5.627638,5.627638,5.424578,5.511604,4.773290,3447
2016-03-17,5.627638,5.685654,5.511604,5.656646,4.898903,21459
2016-03-18,5.685654,5.801688,5.656646,5.685654,4.924025,11569
2016-03-21,5.685654,5.685654,5.656646,5.685654,4.924025,2323
2016-03-22,5.801688,5.801688,5.569621,5.714663,4.949147,15130
2016-03-23,5.656646,5.685654,5.511604,5.656646,4.898903,22855
2016-03-24,5.540612,5.743671,5.511604,5.743671,4.974269,8697
2016-03-29,5.743671,5.801688,5.569621,5.656646,4.898903,11765
2016-03-30,5.598629,5.656646,5.511604,5.656646,4.898903,27833
2016-03-31,5.656646,5.685654,5.569621,5.656646,4.898903,1547
2016-04-01,5.540612,5.627638,5.540612,5.627638,4.873780,613
2016-04-04,5.598629,5.627638,5.511604,5.627638,4.873780,12837
2016-04-05,5.511604,5.685654,5.511604,5.685654,4.924025,34127
2016-04-06,5.598629,5.714663,5.540612,5.714663,4.949147,15236
2016-04-07,5.714663,5.743671,5.598629,5.743671,4.974269,989
2016-04-08,5.743671,5.743671,5.627638,5.714663,4.949147,2261
2016-04-11,5.685654,5.801688,5.685654,5.801688,5.024515,5774
2016-04-12,5.801688,5.801688,5.627638,5.801688,5.024515,19404
2016-04-13,5.627638,5.917722,5.540612,5.801688,5.024515,9872
2016-04-14,5.801688,5.859705,5.656646,5.859705,5.074761,9235
2016-04-15,5.888714,5.888714,5.685654,5.685654,4.924025,11165
2016-04-18,5.714663,5.859705,5.714663,5.859705,5.074761,144
2016-04-19,5.830697,5.859705,5.830697,5.859705,5.074761,965
2016-04-20,5.917722,6.062764,5.801688,6.033756,5.225496,15616
2016-04-21,5.888714,6.004747,5.888714,6.004747,5.200373,31
2016-04-22,5.859705,6.004747,5.830697,6.004747,5.200373,10955
2016-04-25,6.033756,7.165085,6.004747,6.381857,5.526968,183201
2016-04-26,6.875001,6.875001,6.149790,6.323840,5.476722,28167
2016-04-27,6.323840,6.526899,6.323840,6.381857,5.526968,11558
2016-04-28,6.265823,6.526899,6.265823,6.497891,5.627457,9211
2016-04-29,6.526899,6.526899,6.294832,6.526899,5.652579,28388
2016-05-02,6.526899,6.526899,6.149790,6.149790,5.325987,41846
2016-05-03,6.381857,6.381857,6.033756,6.178798,5.351109,15829
2016-05-04,6.323840,6.352849,6.265823,6.352849,5.501845,7859
2016-05-06,6.236815,6.352849,6.120781,6.323840,5.476722,6463
2016-05-09,6.381857,6.700950,6.323840,6.700950,5.803317,33293
2016-05-10,6.816984,6.933018,6.729958,6.933018,6.004297,29353
2016-05-11,6.933018,7.107068,6.875001,6.933018,6.004297,64984
2016-05-12,6.933018,7.252110,6.758967,7.165085,6.205277,66297
2016-05-13,7.223102,8.557490,7.107068,8.122364,7.034322,176059
2016-05-16,8.122364,8.557490,7.977321,8.354431,7.235302,189655
2016-05-17,8.383440,8.586499,8.267406,8.267406,7.159935,73261
2016-05-18,8.267406,8.267406,7.832279,7.977321,6.908708,88043
2016-05-19,7.919305,8.122364,7.832279,8.093355,7.009201,26874
2016-05-20,8.093355,8.093355,7.281119,7.687237,6.657483,130306
2016-05-23,7.658229,7.716245,7.426161,7.716245,6.682606,59106
2016-05-24,7.716245,7.716245,7.397153,7.397153,6.406258,23706
2016-05-25,7.629220,7.832279,7.542195,7.687237,6.657483,31487
2016-05-26,7.687237,7.832279,7.687237,7.832279,6.783097,94710
2016-05-27,7.803271,7.832279,7.658229,7.745254,6.707729,6070
2016-05-30,7.600212,7.687237,7.542195,7.542195,6.531871,24830
2016-05-31,7.571203,7.571203,7.223102,7.426161,6.431380,49795
2016-06-01,7.281119,7.571203,7.252110,7.455170,6.456502,5791
2016-06-02,7.252110,7.455170,7.107068,7.455170,6.456502,26423
2016-06-03,7.455170,7.455170,7.107068,7.252110,6.280645,32818
2016-06-07,7.194094,7.426161,7.165085,7.165085,6.205277,16405
2016-06-08,7.136077,7.310127,6.845992,6.991034,6.054542,85285
2016-06-09,7.078060,7.078060,6.845992,6.933018,6.004297,11686
2016-06-10,6.845992,6.845992,6.381857,6.671942,5.778193,91924
2016-06-13,6.410866,6.613925,6.265823,6.265823,5.426477,35020
2016-06-14,6.381857,6.787975,6.091773,6.555908,5.677703,44500
2016-06-15,6.613925,6.671942,6.381857,6.555908,5.677703,4674
2016-06-16,6.613925,6.671942,6.410866,6.642933,5.753071,12879
2016-06-17,6.671942,6.787975,6.671942,6.671942,5.778193,2244
2016-06-20,6.671942,6.671942,6.671942,6.671942,5.778193,1227
2016-06-21,6.381857,6.671942,6.294832,6.671942,5.778193,4271
2016-06-22,6.294832,6.642933,6.294832,6.642933,5.753071,18215
2016-06-23,6.381857,6.671942,6.323840,6.671942,5.778193,1340
2016-06-27,6.439874,6.497891,6.120781,6.468882,5.602335,12944
2016-06-28,6.381857,6.468882,6.381857,6.468882,5.602335,9011
2016-06-29,6.294832,6.787975,6.236815,6.236815,5.401355,48761
2016-06-30,6.149790,6.410866,6.149790,6.236815,5.401355,31459
2016-07-01,6.526899,7.020043,6.497891,6.555908,5.677703,54208
2016-07-04,6.468882,6.904009,6.468882,6.904009,5.979173,21766
2016-07-05,6.904009,7.107068,6.700950,6.933018,6.004297,8266
2016-07-06,6.729958,7.136077,6.700950,6.991034,6.054542,14968
2016-07-07,6.991034,7.136077,6.904009,6.904009,5.979173,8942
2016-07-08,6.904009,7.136077,6.904009,6.962026,6.029419,12592
2016-07-11,6.962026,7.078060,6.845992,6.875001,5.954050,17301
2016-07-12,7.049051,7.078060,6.787975,6.962026,6.029419,11427
2016-07-13,6.962026,7.049051,6.787975,6.962026,6.029419,4347
2016-07-14,6.787975,7.194094,6.758967,7.194094,6.230401,26078
2016-07-15,7.020043,7.194094,6.962026,7.107068,6.155032,28395
2016-07-18,7.107068,7.252110,7.107068,7.107068,6.155032,4533
2016-07-19,7.165085,7.194094,6.845992,7.049051,6.104786,30339
2016-07-20,7.049051,7.310127,7.049051,7.252110,6.280645,51767
2016-07-21,7.281119,7.281119,7.194094,7.252110,6.280645,1237
2016-07-22,6.962026,7.310127,6.962026,7.310127,6.330890,22496
2016-07-25,7.397153,7.832279,7.310127,7.745254,6.707729,70538
2016-07-26,7.774262,8.267406,7.542195,8.267406,7.159935,126111
2016-07-27,8.296414,8.644516,8.035338,8.644516,7.486529,126570
2016-07-28,8.644516,8.760549,8.296414,8.615507,7.461407,72933
2016-07-29,8.760549,9.253693,8.731541,9.224685,7.988980,212913
2016-08-01,9.282701,9.862870,9.282701,9.543777,8.265327,322323
2016-08-02,9.804853,9.804853,9.079642,9.282701,8.039224,109337
2016-08-03,9.282701,9.282701,8.818566,8.847575,7.662387,107330
2016-08-04,9.108651,9.224685,8.818566,9.050634,7.838246,76046
2016-08-05,9.108651,9.340718,9.108651,9.340718,8.089469,53449
2016-08-08,9.282701,9.427744,9.166668,9.311710,8.064347,38237
2016-08-09,9.369727,9.572786,9.369727,9.543777,8.265327,52481
2016-08-10,9.543777,9.688820,9.543777,9.688820,8.390943,46789
2016-08-11,9.688820,10.152955,9.688820,10.152955,8.792902,75609
2016-08-12,10.152955,10.181963,9.746837,9.920887,8.591923,75536
2016-08-15,9.920887,9.920887,9.398735,9.456752,8.189960,70958
2016-08-16,9.456752,9.775845,9.398735,9.688820,8.390943,46696
2016-08-17,9.688820,9.688820,9.398735,9.572786,8.290450,49364
2016-08-18,9.572786,9.775845,9.572786,9.601794,8.315576,80638
2016-08-19,9.485761,9.804853,9.456752,9.688820,8.390943,34127
2016-08-22,9.398735,9.630803,9.079642,9.253693,8.014104,73923
2016-08-23,9.166668,9.224685,8.934600,9.137659,7.913613,59627
2016-08-24,9.108651,9.224685,8.992617,9.224685,7.988980,24692
2016-08-25,6.962026,8.905592,6.962026,8.702533,7.536773,441726
2016-08-26,8.992617,9.978904,8.818566,9.572786,8.290450,59213
2016-08-29,9.572786,9.572786,8.876583,9.108651,7.888492,155216
2016-08-30,8.992617,9.224685,8.847575,8.992617,7.788000,75440
2016-08-31,8.905592,9.224685,8.905592,9.195676,7.963856,30280
2016-09-01,9.224685,9.224685,8.673524,8.963609,7.762877,75122
2016-09-02,8.847575,8.847575,8.499473,8.818566,7.637264,40708
2016-09-05,8.818566,8.963609,8.673524,8.963609,7.762877,42284
2016-09-06,8.789558,8.789558,8.412448,8.586499,7.436285,66146
2016-09-07,8.586499,9.137659,8.470465,9.137659,7.913613,127773
2016-09-08,8.992617,9.369727,8.789558,8.992617,7.788000,128576
2016-09-09,8.876583,9.021625,8.354431,8.586499,7.436285,49161
2016-09-12,8.586499,8.673524,8.296414,8.441457,7.310670,41891
2016-09-13,8.586499,8.992617,8.441457,8.992617,7.788000,29753
2016-09-14,9.021625,9.021625,8.441457,8.557490,7.411161,31235
2016-09-15,8.499473,8.702533,8.441457,8.615507,7.461407,16384
2016-09-16,8.615507,8.963609,8.615507,8.702533,7.536773,45048
2016-09-19,8.702533,8.963609,8.499473,8.789558,7.612143,55676
2016-09-20,8.789558,8.789558,8.412448,8.412448,7.285547,11896
2016-09-21,8.702533,8.702533,8.354431,8.354431,7.235302,26347
2016-09-22,8.702533,8.702533,8.006330,8.267406,7.159935,93558
2016-09-23,8.267406,8.267406,8.006330,8.122364,7.034322,53015
2016-09-26,8.122364,8.122364,7.890296,7.977321,6.908708,47768
2016-09-27,8.151372,8.151372,7.716245,7.774262,6.732851,53012
2016-09-28,7.774262,7.890296,7.774262,7.890296,6.833341,21252
2016-09-29,7.890296,8.296414,7.890296,8.006330,6.933831,28398
2016-09-30,8.006330,8.383440,8.006330,8.151372,7.059443,15957
2016-10-03,8.296414,8.412448,8.122364,8.238397,7.134811,32983
2016-10-04,8.238397,8.499473,8.151372,8.383440,7.260425,11882
2016-10-05,8.267406,8.267406,8.122364,8.238397,7.134811,5691
2016-10-06,8.122364,8.267406,7.890296,7.948313,6.883587,18618
2016-10-07,8.209389,8.267406,7.919305,8.122364,7.034322,16291
2016-10-10,8.151372,8.180381,7.890296,8.122364,7.034322,31518
2016-10-11,7.977321,8.035338,7.861288,8.006330,6.933831,48782
2016-10-12,7.861288,8.267406,7.832279,7.832279,6.783097,92245
2016-10-13,8.035338,8.035338,7.832279,7.919305,6.858464,29894
2016-10-14,7.861288,8.093355,7.832279,8.064347,6.984078,55101
2016-10-17,8.180381,8.528482,8.093355,8.383440,7.260425,33017
2016-10-18,8.325423,8.441457,8.064347,8.122364,7.034322,10745
2016-10-19,8.064347,8.064347,7.890296,8.006330,6.933831,43418
2016-10-20,8.006330,8.180381,8.006330,8.122364,7.034322,44152
2016-10-21,8.180381,8.586499,8.122364,8.586499,7.436285,171453
2016-10-24,8.673524,8.702533,8.412448,8.441457,7.310670,58600
2016-10-25,8.441457,9.253693,8.441457,9.253693,8.014104,80721
2016-10-26,9.224685,9.224685,8.789558,8.992617,7.788000,21900
2016-10-27,8.122364,8.122364,7.629220,7.948313,6.883587,344072
2016-10-28,7.948313,8.064347,7.687237,7.832279,6.783097,64419
2016-10-31,7.861288,7.977321,7.571203,7.571203,6.556993,75502
2016-11-01,7.774262,7.803271,7.571203,7.629220,6.607237,28112
2016-11-02,7.629220,7.774262,7.484178,7.687237,6.657483,27112
2016-11-03,7.861288,7.890296,7.484178,7.571203,6.556993,28739
2016-11-04,7.687237,7.716245,7.687237,7.687237,6.657483,15123
2016-11-07,7.687237,7.774262,7.513186,7.745254,6.707729,11475
2016-11-08,7.774262,7.803271,7.513186,7.542195,6.531871,12530
2016-11-09,7.513186,7.774262,7.339136,7.368144,6.381134,46214
2016-11-10,7.397153,7.687237,7.339136,7.484178,6.481625,31894
2016-11-11,7.339136,7.687237,7.339136,7.513186,6.506748,29681
2016-11-14,7.687237,8.296414,7.629220,7.832279,6.783097,33293
2016-11-15,8.209389,8.209389,7.687237,7.832279,6.783097,9083
2016-11-16,8.093355,8.093355,7.774262,7.803271,6.757974,4560
2016-11-17,7.803271,7.948313,7.687237,7.919305,6.858464,1303
2016-11-18,7.948313,7.948313,7.571203,7.919305,6.858464,7239
2016-11-21,7.948313,7.948313,7.832279,7.919305,6.858464,151
2016-11-22,7.832279,8.238397,7.832279,8.006330,6.933831,31980
2016-11-23,7.977321,8.528482,7.977321,8.412448,7.285547,19397
2016-11-24,8.557490,8.934600,8.441457,8.847575,7.662387,51691
2016-11-25,8.847575,8.847575,8.470465,8.818566,7.637264,41915
2016-11-28,8.818566,8.847575,8.441457,8.760549,7.587018,50199
2016-11-29,7.774262,7.774262,7.252110,7.658229,6.632361,42987
2016-11-30,7.658229,7.658229,7.223102,7.223102,6.255522,36113
2016-12-01,7.223102,7.397153,6.962026,7.078060,6.129910,27167
2016-12-02,7.107068,7.223102,6.787975,6.962026,6.029419,26278
2016-12-05,6.787975,6.933018,6.758967,6.875001,5.954050,42953
2016-12-06,7.281119,8.644516,7.281119,8.499473,7.360913,219177
2016-12-07,8.528482,8.847575,8.470465,8.847575,7.662387,156433
2016-12-08,8.876583,8.876583,8.238397,8.238397,7.134811,53742
2016-12-09,8.528482,8.615507,8.383440,8.412448,7.285547,55428
2016-12-12,8.412448,8.586499,8.412448,8.586499,7.436285,26609
2016-12-13,8.644516,8.644516,8.296414,8.354431,7.235302,19973
2016-12-14,8.267406,8.586499,8.238397,8.238397,7.134811,6777
2016-12-15,8.499473,8.499473,8.238397,8.383440,7.260425,15133
2016-12-16,8.470465,8.470465,8.267406,8.412448,7.285547,11531
2016-12-19,8.267406,8.644516,8.267406,8.528482,7.386039,49985
2016-12-20,8.528482,8.760549,8.441457,8.441457,7.310670,41649
2016-12-21,8.354431,8.644516,8.354431,8.383440,7.260425,39781
2016-12-22,8.354431,8.702533,8.354431,8.702533,7.536773,24082
2016-12-23,8.702533,8.702533,8.412448,8.528482,7.386039,51095
2016-12-27,8.702533,9.572786,8.499473,8.789558,7.612143,45910
2016-12-28,8.905592,8.905592,8.847575,8.876583,7.687507,2051
2016-12-29,8.876583,8.905592,8.586499,8.702533,7.536773,27736
2016-12-30,8.702533,8.934600,8.702533,8.934600,7.737755,35586
2017-01-02,8.934600,8.934600,8.702533,8.934600,7.737755,15436
2017-01-03,8.905592,8.934600,8.847575,8.847575,7.662387,24772
2017-01-04,8.934600,9.050634,8.847575,9.050634,7.838246,30918
2017-01-05,9.050634,9.050634,8.992617,9.050634,7.838246,8042
2017-01-09,9.050634,9.050634,8.702533,8.963609,7.762877,57069
2017-01-10,8.702533,8.934600,8.702533,8.702533,7.536773,12103
2017-01-11,8.702533,8.702533,8.615507,8.615507,7.461407,42994
2017-01-12,8.847575,9.021625,8.702533,8.963609,7.762877,31046
2017-01-13,8.934600,8.934600,8.644516,8.818566,7.637264,22848
2017-01-16,8.789558,9.253693,8.789558,9.108651,7.888492,75846
2017-01-17,7.653819,9.430064,8.681646,9.430064,8.166849,1205792
2017-01-18,9.479959,9.729431,9.080803,9.380170,8.123639,88055
2017-01-19,9.380170,9.430064,8.631752,8.981014,7.777951,79865
2017-01-20,8.981014,8.981014,8.482068,8.831330,7.648319,91346
2017-01-23,8.831330,9.679537,7.983123,9.380170,8.123639,86745
2017-01-24,9.280381,9.380170,8.881225,8.981014,7.777951,26289
2017-01-25,9.130697,9.180592,8.781436,9.080803,7.864373,19649
2017-01-26,9.080803,9.180592,8.881225,9.130697,7.907582,24506
2017-01-27,9.080803,9.430064,8.781436,9.180592,7.950795,11143
2017-01-30,9.180592,9.929010,8.981014,9.080803,7.864373,24681
2017-01-31,9.080803,9.330275,8.681646,8.781436,7.605107,15125
2017-02-01,8.981014,8.981014,8.382279,8.981014,7.777951,48134
2017-02-02,9.080803,9.180592,8.482068,8.781436,7.605107,13734
2017-02-03,8.781436,9.080803,8.731541,8.731541,7.561896,328
2017-02-06,8.731541,9.080803,8.731541,8.781436,7.605107,6464
2017-02-07,8.482068,8.781436,8.482068,8.581857,7.432263,15087
2017-02-08,8.881225,8.881225,8.432174,8.581857,7.432263,5817
2017-02-09,8.482068,8.581857,7.983123,8.132807,7.043366,8566
2017-02-10,8.232596,8.332385,7.733651,7.983123,6.913733,19995
2017-02-13,8.182701,8.282490,7.733651,7.733651,6.697680,26187
2017-02-14,7.733651,7.733651,6.985233,7.234705,6.265572,54896
2017-02-15,7.384389,7.434283,7.035127,7.134916,6.179149,17059
2017-02-16,7.234705,7.583967,7.234705,7.534072,6.524835,16693
2017-02-17,7.534072,7.633862,7.085022,7.334494,6.351992,21334
2017-02-20,7.085022,7.633862,7.085022,7.633862,6.611258,11875
2017-02-21,7.683756,7.783545,7.484178,7.733651,6.697680,16247
2017-02-22,7.833440,8.631752,7.783545,8.531963,7.389054,46708
2017-02-23,8.631752,8.631752,8.382279,8.482068,7.345844,24419
2017-02-24,8.082912,8.631752,8.082912,8.232596,7.129788,8106
2017-02-27,8.182701,8.182701,7.583967,7.933229,6.870522,7189
2017-02-28,7.683756,8.232596,7.484178,7.933229,6.870522,10176
2017-03-01,7.983123,8.282490,7.783545,8.282490,7.172999,3315
2017-03-02,8.282490,8.282490,7.733651,8.182701,7.086576,9344
2017-03-03,7.783545,8.282490,7.783545,7.983123,6.913733,36884
2017-03-06,7.733651,8.232596,7.733651,7.983123,6.913733,9283
2017-03-07,7.783545,8.232596,7.783545,8.182701,7.086576,5480
2017-03-08,8.182701,8.182701,7.783545,7.933229,6.870522,13255
2017-03-09,8.182701,8.182701,7.733651,7.733651,6.697680,288
2017-03-10,7.733651,7.883334,7.384389,7.883334,6.827312,28200
2017-03-13,7.633862,7.883334,7.633862,7.883334,6.827312,2888
2017-03-14,7.883334,7.883334,7.284600,7.683756,6.654468,13260
2017-03-15,7.484178,7.683756,7.234705,7.334494,6.351992,13864
2017-03-16,7.234705,7.683756,7.085022,7.683756,6.654468,22215
2017-03-17,7.434283,7.583967,7.085022,7.184811,6.222361,11339
2017-03-20,7.184811,7.284600,7.085022,7.184811,6.222361,9227
2017-03-21,7.035127,7.683756,7.035127,7.334494,6.351992,39594
2017-03-22,7.334494,7.484178,6.885444,7.184811,6.222361,47222
2017-03-23,7.384389,7.484178,7.184811,7.484178,6.481625,12626
2017-03-24,7.484178,7.484178,7.035127,7.284600,6.308782,7691
2017-03-27,7.234705,7.284600,7.234705,7.234705,6.265572,35692
2017-03-28,7.134916,7.284600,7.134916,7.284600,6.308782,1757
2017-03-29,6.835549,7.085022,6.785655,6.835549,5.919885,8427
2017-03-30,7.085022,7.085022,6.835549,6.935338,6.006307,4442
2017-03-31,6.935338,7.085022,6.785655,6.835549,5.919885,8852
2017-04-03,6.835549,7.933229,6.835549,7.833440,6.784102,38856
2017-04-04,7.883334,7.883334,7.384389,7.384389,6.395203,6554
2017-04-05,7.334494,7.733651,7.234705,7.733651,6.697680,38058
2017-04-06,7.783545,9.230486,7.534072,9.080803,7.864373,126722
2017-04-07,9.380170,10.477849,9.080803,10.477849,9.074275,188332
2017-04-10,10.278271,10.278271,8.232596,8.781436,7.605107,208379
2017-04-11,8.881225,9.180592,8.382279,8.731541,7.561896,36771
2017-04-12,8.881225,8.881225,7.783545,7.783545,6.740890,39094
2017-04-13,7.983123,7.983123,6.885444,7.085022,6.135938,135438
2017-04-18,7.085022,7.134916,6.735760,6.885444,5.963096,97560
2017-04-19,6.785655,6.835549,6.536182,6.685866,5.790253,92121
2017-04-20,6.536182,6.835549,6.386498,6.735760,5.833463,322718
2017-04-21,6.785655,6.785655,6.536182,6.586077,5.703832,147125
2017-04-24,6.635971,6.635971,6.286709,6.436393,5.574196,131948
2017-04-25,6.486287,6.586077,6.236815,6.536182,5.660620,320467
2017-04-26,7.234705,8.731541,7.234705,7.933229,6.870522,3050223
2017-04-27,7.983123,7.983123,7.434283,7.583967,6.568048,1210030
2017-04-28,7.683756,7.983123,7.234705,7.334494,6.351992,768417
2017-05-02,7.883334,7.883334,6.885444,7.085022,6.135938,513235
2017-05-03,6.985233,6.985233,6.635971,6.885444,5.963096,466306
2017-05-04,6.835549,7.384389,6.685866,7.085022,6.135938,268337
2017-05-05,6.985233,6.985233,6.785655,6.935338,6.006307,442351
2017-05-08,6.935338,7.035127,6.835549,6.935338,6.006307,956928
